inputs_pretokenized,targets_pretokenized,dataset
"Identify the character left after removing '9', '5', '6', '3' from '59362'.",2,dataset2
"Identify the character left after removing '3', '6', '7', '1' from '73196'.",9,dataset2
"Identify the character left after removing '7', '4', '2', '9' from '47219'.",1,dataset2
"Identify the character left after removing '6', '8', '9', '7' from '67908'.",0,dataset2
"Identify the character left after removing '6', '2', '1', '3' from '16732'.",7,dataset2
"Identify the character left after removing '9', '4', '7', '3' from '74396'.",6,dataset2
"Identify the character left after removing '0', '3', '7', '5' from '50731'.",1,dataset2
"Identify the character left after removing '2', '6', '5', '0' from '62501'.",1,dataset2
"Identify the character left after removing '0', '2', '1', '5' from '65102'.",6,dataset2
"Identify the character left after removing '7', '3', '9', '0' from '53709'.",5,dataset2
"Identify the character left after removing '3', '8', '1', '4' from '08134'.",0,dataset2
"Identify the character left after removing '3', '0', '5', '4' from '54037'.",7,dataset2
"Identify the character left after removing '4', '2', '6', '0' from '01642'.",1,dataset2
"Identify the character left after removing '3', '0', '2', '7' from '43720'.",4,dataset2
"Identify the character left after removing '0', '8', '7', '4' from '09847'.",9,dataset2
"Identify the character left after removing '4', '6', '2', '5' from '28645'.",8,dataset2
"Identify the character left after removing '8', '7', '1', '4' from '81497'.",9,dataset2
"Identify the character left after removing '0', '4', '8', '5' from '58064'.",6,dataset2
"Identify the character left after removing '1', '0', '8', '4' from '40183'.",3,dataset2
"Identify the character left after removing '8', '2', '0', '6' from '83026'.",3,dataset2
"Identify the character left after removing '9', '4', '6', '7' from '67945'.",5,dataset2
"Identify the character left after removing '8', '1', '7', '9' from '59817'.",5,dataset2
"Identify the character left after removing '4', '1', '5', '3' from '63451'.",6,dataset2
"Identify the character left after removing '1', '5', '3', '0' from '15307'.",7,dataset2
"Identify the character left after removing '0', '1', '4', '5' from '05417'.",7,dataset2
"Identify the character left after removing '6', '5', '8', '0' from '56380'.",3,dataset2
"Identify the character left after removing '7', '5', '1', '6' from '75169'.",9,dataset2
"Identify the character left after removing '9', '4', '0', '5' from '90543'.",3,dataset2
"Identify the character left after removing '8', '7', '2', '5' from '58237'.",3,dataset2
"Identify the character left after removing '7', '0', '5', '6' from '57086'.",8,dataset2
"Identify the character left after removing '6', '4', '7', '9' from '49876'.",8,dataset2
"Identify the character left after removing '6', '1', '3', '5' from '91536'.",9,dataset2
"Identify the character left after removing '8', '9', '3', '2' from '18932'.",1,dataset2
"Identify the character left after removing '1', '2', '8', '7' from '24781'.",4,dataset2
"Identify the character left after removing '0', '8', '2', '7' from '27085'.",5,dataset2
"Identify the character left after removing '5', '1', '9', '6' from '41596'.",4,dataset2
"Identify the character left after removing '2', '4', '5', '1' from '05421'.",0,dataset2
"Identify the character left after removing '8', '5', '7', '6' from '87650'.",0,dataset2
"Identify the character left after removing '4', '5', '7', '8' from '47158'.",1,dataset2
"Identify the character left after removing '1', '4', '0', '2' from '84210'.",8,dataset2
"Identify the character left after removing '8', '4', '1', '0' from '48120'.",2,dataset2
"Identify the character left after removing '3', '0', '6', '9' from '36079'.",7,dataset2
"Identify the character left after removing '5', '1', '0', '6' from '09615'.",9,dataset2
"Identify the character left after removing '8', '7', '1', '0' from '87105'.",5,dataset2
"Identify the character left after removing '8', '6', '2', '0' from '26805'.",5,dataset2
"Identify the character left after removing '8', '6', '4', '1' from '16428'.",2,dataset2
"Identify the character left after removing '0', '1', '5', '8' from '07185'.",7,dataset2
"Identify the character left after removing '4', '8', '9', '3' from '28439'.",2,dataset2
"Identify the character left after removing '7', '5', '1', '9' from '19765'.",6,dataset2
"Identify the character left after removing '7', '0', '4', '9' from '27940'.",2,dataset2
"Identify the character left after removing '1', '2', '8', '9' from '52918'.",5,dataset2
"Identify the character left after removing '2', '5', '0', '3' from '30825'.",8,dataset2
"Identify the character left after removing '6', '1', '0', '5' from '36150'.",3,dataset2
"Identify the character left after removing '5', '1', '2', '7' from '35127'.",3,dataset2
"Identify the character left after removing '4', '2', '5', '7' from '02745'.",0,dataset2
"Identify the character left after removing '7', '3', '8', '9' from '39857'.",5,dataset2
"Identify the character left after removing '5', '6', '9', '8' from '56829'.",2,dataset2
"Identify the character left after removing '9', '3', '8', '1' from '18593'.",5,dataset2
"Identify the character left after removing '6', '7', '5', '3' from '15367'.",1,dataset2
"Identify the character left after removing '7', '1', '3', '0' from '08317'.",8,dataset2
"Identify the character left after removing '9', '1', '0', '2' from '52091'.",5,dataset2
"Identify the character left after removing '7', '2', '9', '8' from '89271'.",1,dataset2
"Identify the character left after removing '7', '4', '1', '5' from '48751'.",8,dataset2
"Identify the character left after removing '3', '7', '6', '9' from '69753'.",5,dataset2
"Identify the character left after removing '0', '7', '3', '4' from '03754'.",5,dataset2
"Identify the character left after removing '5', '6', '4', '2' from '48562'.",8,dataset2
"Identify the character left after removing '4', '3', '1', '0' from '13406'.",6,dataset2
"Identify the character left after removing '5', '4', '0', '1' from '14850'.",8,dataset2
"Identify the character left after removing '1', '3', '5', '0' from '60315'.",6,dataset2
"Identify the character left after removing '8', '5', '7', '3' from '05837'.",0,dataset2
"Identify the character left after removing '5', '7', '8', '6' from '58617'.",1,dataset2
"Identify the character left after removing '7', '4', '2', '9' from '92174'.",1,dataset2
"Identify the character left after removing '0', '6', '4', '8' from '30846'.",3,dataset2
"Identify the character left after removing '0', '8', '9', '1' from '91068'.",6,dataset2
"Identify the character left after removing '4', '3', '2', '9' from '43982'.",8,dataset2
"Identify the character left after removing '9', '3', '0', '5' from '35910'.",1,dataset2
"Identify the character left after removing '1', '3', '4', '0' from '19340'.",9,dataset2
"Identify the character left after removing '4', '6', '2', '8' from '64182'.",1,dataset2
"Identify the character left after removing '3', '8', '9', '6' from '36958'.",5,dataset2
"Identify the character left after removing '2', '8', '0', '9' from '97028'.",7,dataset2
"Identify the character left after removing '5', '2', '0', '9' from '94250'.",4,dataset2
"Identify the character left after removing '3', '6', '9', '5' from '16395'.",1,dataset2
"Identify the character left after removing '6', '1', '2', '8' from '86201'.",0,dataset2
"Identify the character left after removing '6', '3', '4', '7' from '94673'.",9,dataset2
"Identify the character left after removing '4', '5', '0', '2' from '01245'.",1,dataset2
"Identify the character left after removing '1', '0', '3', '2' from '42013'.",4,dataset2
"Identify the character left after removing '7', '5', '3', '1' from '51736'.",6,dataset2
"Identify the character left after removing '0', '5', '2', '8' from '08512'.",1,dataset2
"Identify the character left after removing '4', '2', '6', '1' from '02416'.",0,dataset2
"Identify the character left after removing '5', '1', '7', '4' from '65471'.",6,dataset2
"Identify the character left after removing '2', '5', '7', '8' from '82571'.",1,dataset2
"Identify the character left after removing '1', '0', '3', '4' from '63041'.",6,dataset2
"Identify the character left after removing '0', '4', '2', '8' from '14028'.",1,dataset2
"Identify the character left after removing '9', '4', '1', '0' from '41098'.",8,dataset2
"Identify the character left after removing '4', '7', '8', '6' from '84760'.",0,dataset2
"Identify the character left after removing '2', '1', '5', '8' from '62581'.",6,dataset2
"Identify the character left after removing '1', '4', '5', '9' from '19546'.",6,dataset2
"Identify the character left after removing '0', '9', '5', '3' from '95023'.",2,dataset2
"Identify the character left after removing '2', '3', '7', '8' from '73482'.",4,dataset2
"Identify the character left after removing '2', '5', '0', '9' from '92540'.",4,dataset2
"Identify the character left after removing '2', '1', '0', '6' from '91620'.",9,dataset2
"Identify the character left after removing '6', '3', '0', '1' from '17036'.",7,dataset2
"Identify the character left after removing '7', '1', '5', '3' from '57341'.",4,dataset2
"Identify the character left after removing '9', '7', '8', '4' from '74598'.",5,dataset2
"Identify the character left after removing '5', '7', '3', '0' from '57083'.",8,dataset2
"Identify the character left after removing '1', '3', '2', '6' from '31062'.",0,dataset2
"Identify the character left after removing '6', '2', '3', '5' from '35462'.",4,dataset2
"Identify the character left after removing '9', '8', '5', '6' from '68953'.",3,dataset2
"Identify the character left after removing '4', '1', '6', '9' from '54916'.",5,dataset2
"Identify the character left after removing '6', '7', '0', '5' from '87506'.",8,dataset2
"Identify the character left after removing '9', '5', '6', '2' from '79265'.",7,dataset2
"Identify the character left after removing '9', '2', '8', '7' from '02879'.",0,dataset2
"Identify the character left after removing '6', '0', '5', '2' from '36520'.",3,dataset2
"Identify the character left after removing '5', '8', '4', '7' from '47852'.",2,dataset2
"Identify the character left after removing '0', '7', '9', '6' from '67908'.",8,dataset2
"Identify the character left after removing '9', '6', '2', '0' from '80692'.",8,dataset2
"Identify the character left after removing '9', '8', '7', '4' from '37894'.",3,dataset2
"Identify the character left after removing '9', '2', '7', '4' from '29478'.",8,dataset2
"Identify the character left after removing '1', '6', '2', '9' from '68291'.",8,dataset2
"Identify the character left after removing '3', '8', '4', '9' from '94783'.",7,dataset2
"Identify the character left after removing '8', '0', '3', '4' from '84930'.",9,dataset2
"Identify the character left after removing '5', '2', '9', '7' from '95732'.",3,dataset2
"Identify the character left after removing '8', '7', '4', '9' from '70894'.",0,dataset2
"Identify the character left after removing '0', '7', '1', '2' from '27410'.",4,dataset2
"Identify the character left after removing '4', '2', '8', '5' from '24358'.",3,dataset2
"Identify the character left after removing '1', '4', '7', '8' from '48175'.",5,dataset2
"Identify the character left after removing '2', '5', '0', '4' from '03452'.",3,dataset2
"Identify the character left after removing '8', '7', '9', '1' from '94871'.",4,dataset2
"Identify the character left after removing '9', '5', '0', '7' from '67590'.",6,dataset2
"Identify the character left after removing '6', '0', '2', '8' from '28640'.",4,dataset2
"Identify the character left after removing '4', '7', '0', '5' from '57406'.",6,dataset2
"Identify the character left after removing '3', '0', '2', '7' from '23970'.",9,dataset2
"Identify the character left after removing '0', '1', '3', '4' from '13409'.",9,dataset2
"Identify the part of speech of 'problem'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'area'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'wife'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'century'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'government'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'method'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'road'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'morning'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'data'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'moment'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'wage'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'student'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'town'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'technique'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'words'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'dictionary'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'music'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'afternoon'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'earth'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'knee'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'attempt'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'inch'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'theory'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'equipment'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'language'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'allotment'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'lack'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'victory'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'teacher'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'procedure'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'corporation'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'circumstance'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'hotel'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'england'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'district'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'concept'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'communism'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'bullet'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'business'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'parent'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'police'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'serum'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'goal'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'throat'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'yard'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'colonel'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'sunday'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'remark'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'apartment'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'congregation'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'property'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'lung'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'intensity'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'worker'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'citizen'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'farmer'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'organization'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'tradition'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'europe'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'performance'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'lady'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'species'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'folklore'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'valley'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'institution'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'pond'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'movie'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'june'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'freedom'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'disease'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'discussion'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'policy'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'decade'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'customer'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'desk'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'composer'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'congress'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'dollar'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'daughter'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'distribution'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'illusion'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'extent'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'protein'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'leader'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'bedroom'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'tsunami'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'fraction'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'november'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'environment'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'battery'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'health'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'values'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'porch'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'pleasure'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'sister'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'component'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'expert'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'fist'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'doctrine'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'consciousness'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'anxiety'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'status'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'historian'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'measurement'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'requirement'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'sewage'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'funds'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'loan'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'judgment'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'conviction'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'professor'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'belief'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'curiosity'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'pansy'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'atmosphere'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'september'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'stockholder'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'year'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'comedy'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'particle'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'scene'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'flux'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'mission'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'hypothalamus'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'emphasis'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'beer'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'tangent'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'spectrum'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'consequence'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'possibility'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'antibody'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'security'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'competition'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'news'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",a,dataset3
"Identify the part of speech of 'include'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'bring'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'write'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'spend'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'send'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'describe'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
